complaint_id,fraud_type,amount_lost,number_of_hops,victim_lat,victim_lon,withdrawal_lat,withdrawal_lon,beneficiary_bank,complaint_datetime,victim_district,victim_state,alert_level,is_insider_case,withdrawal_zone,freezable_amount,hour,is_weekend
CS2024040236,Job Fraud,950.48,1,28.866122,77.453135,28.842586,77.456988,ICICI,2024-12-28 05:26:00,Delhi NCR,Haryana,LOW,True,28.8_77.5,855.432,5,True
CS2024040237,Romance Scam,18376.79,4,13.047483,77.4429,13.232189,76.198813,BOB,2024-05-19 09:41:00,Bengaluru,Karnataka,MEDIUM,False,13.2_76.2,10107.2345,9,True
CS2024040238,KYC Fraud,1274.78,2,28.768348,76.832218,28.348889,76.513244,PNB,2024-02-12 05:32:00,Delhi,Delhi,LOW,False,28.3_76.5,1083.5629999999999,5,False
CS2024040239,KYC Fraud,1819.01,2,28.691867,77.72798,28.388898,78.071916,HDFC,2024-10-25 22:47:00,Delhi NCR,Haryana,LOW,False,28.4_78.1,1546.1585,22,False
CS2024040240,Investment Scam,84398.43,6,13.07193,77.759331,12.696508,80.119528,HDFC,2024-08-19 23:48:00,Bengaluru,Karnataka,MEDIUM,False,12.7_80.1,21099.6075,23,False
CS2024040241,Romance Scam,11275.85,5,28.457212,76.923431,29.531221,78.731594,SBI,2024-04-25 23:50:00,Delhi,Delhi,MEDIUM,False,29.5_78.7,4510.34,23,False
CS2024040242,Romance Scam,7740.69,4,12.860405,77.633329,12.437851,76.674503,Kotak,2024-09-07 21:29:00,Bengaluru,Karnataka,MEDIUM,False,12.4_76.7,4257.3795,21,True
CS2024040243,Romance Scam,5645.62,5,28.860843,77.647254,29.57137,76.387226,BOB,2024-01-04 06:10:00,Delhi NCR,Haryana,MEDIUM,False,29.6_76.4,2258.248,6,False
CS2024040244,UPI Fraud,1993.86,3,12.903171,77.434423,12.462726,76.938971,Kotak,2024-03-31 10:33:00,Bengaluru,Karnataka,LOW,False,12.5_76.9,1395.7019999999998,10,True
CS2024040245,Lottery Fraud,2278.94,2,28.533079,77.548089,28.210062,77.763702,ICICI,2024-10-22 02:25:00,Delhi NCR,Haryana,LOW,False,28.2_77.8,1937.099,2,False
CS2024040246,OLX Scam,24021.6,2,18.857588,72.834843,18.550518,73.000428,ICICI,2024-12-20 03:40:00,Mumbai,Maharashtra,LOW,False,18.6_73.0,20418.359999999997,3,False
CS2024040247,Romance Scam,218862.52,7,28.65422,77.31835,29.1222,76.474863,Kotak,2024-10-01 01:57:00,Delhi,Delhi,HIGH,False,29.1_76.5,21886.25200000002,1,False
CS2024040248,Romance Scam,52465.18,3,23.99176,87.05603,23.97236,87.74875,HDFC,2024-05-21 00:51:00,Jamtara,Jharkhand,LOW,False,24.0_87.7,36725.626,0,False
CS2024040249,Investment Scam,132070.87,8,28.342654,76.84876,29.96138,77.633718,SBI,2024-04-20 02:29:00,Delhi NCR,Haryana,HIGH,False,30.0_77.6,13207.087,2,True
CS2024040250,Investment Scam,372293.67,7,23.804219,86.990404,26.060558,87.636735,SBI,2024-02-09 06:19:00,Jamtara,Jharkhand,HIGH,False,26.1_87.6,37229.367000000035,6,False
CS2024040251,Romance Scam,9021.7,4,28.827481,76.852484,26.630771,76.606249,PNB,2024-07-16 12:24:00,Delhi NCR,Haryana,MEDIUM,False,26.6_76.6,4961.935,12,False
CS2024040252,KYC Fraud,3094.39,2,28.759279,77.366881,28.96971,77.683814,SBI,2024-04-18 10:57:00,Delhi,Delhi,LOW,False,29.0_77.7,2630.2315,10,False
CS2024040253,KYC Fraud,894.11,4,28.422864,77.323994,28.668112,78.371514,SBI,2024-01-11 08:34:00,Delhi,Delhi,MEDIUM,False,28.7_78.4,491.76050000000004,8,False
CS2024040254,Lottery Fraud,8634.1,5,19.237566,73.03953,18.628896,72.784597,PNB,2024-02-22 04:25:00,Mumbai,Maharashtra,MEDIUM,False,18.6_72.8,3453.6400000000003,4,False
CS2024040255,Lottery Fraud,6639.84,4,17.315395,78.512385,16.798888,77.557682,PNB,2024-07-09 01:17:00,Hyderabad,Telangana,MEDIUM,False,16.8_77.6,3651.9120000000003,1,False
CS2024040256,Investment Scam,39876.65,7,28.344382,77.145997,28.343554,77.177768,BOB,2024-09-19 12:18:00,Delhi NCR,Haryana,MEDIUM,True,28.3_77.2,35888.985,12,False
CS2024040257,KYC Fraud,605.0,3,28.408943,76.941485,27.789461,77.03465,Axis,2024-06-18 00:17:00,Delhi,Delhi,LOW,False,27.8_77.0,423.5,0,False
CS2024040258,OLX Scam,7024.07,2,24.178579,87.164157,23.971856,87.643453,ICICI,2024-08-29 13:10:00,Jamtara,Jharkhand,LOW,False,24.0_87.6,5970.4595,13,False
CS2024040259,Romance Scam,6063.67,3,18.82672,73.019841,18.329011,74.116068,ICICI,2024-01-24 12:49:00,Mumbai,Maharashtra,LOW,False,18.3_74.1,4244.5689999999995,12,False
CS2024040260,Romance Scam,127043.02,6,28.472742,76.971965,28.47739,76.930613,SBI,2024-06-03 10:05:00,Delhi,Delhi,HIGH,True,28.5_76.9,114338.71800000001,10,False
CS2024040261,KYC Fraud,3998.96,2,28.311855,76.531403,28.330824,76.510158,HDFC,2024-07-17 10:57:00,Delhi NCR,Haryana,LOW,True,28.3_76.5,3599.0640000000003,10,False
CS2024040262,KYC Fraud,2157.87,3,23.934374,86.893645,23.675223,86.621482,PNB,2024-04-22 02:42:00,Jamtara,Jharkhand,LOW,False,23.7_86.6,1510.5089999999998,2,False
CS2024040263,Romance Scam,41035.92,4,28.422892,77.093407,29.377665,76.993433,Canara,2024-08-30 01:44:00,Delhi,Delhi,MEDIUM,False,29.4_77.0,22569.756,1,False
CS2024040264,Romance Scam,14918.94,6,28.629846,77.133864,29.714757,77.439981,Canara,2024-05-30 04:25:00,Delhi,Delhi,MEDIUM,False,29.7_77.4,3729.735,4,False
CS2024040265,Job Fraud,335.81,1,18.868691,73.095624,19.098877,73.353765,SBI,2024-02-06 19:42:00,Mumbai,Maharashtra,LOW,False,19.1_73.4,335.81,19,False
CS2024040266,Investment Scam,73255.04,6,18.84214,72.922951,20.268021,74.097047,Canara,2024-10-11 08:52:00,Mumbai,Maharashtra,MEDIUM,False,20.3_74.1,18313.76,8,False
CS2024040267,Romance Scam,66455.2,5,28.724295,77.027024,30.079559,77.353937,Canara,2024-04-30 16:34:00,Delhi,Delhi,MEDIUM,False,30.1_77.4,26582.08,16,False
CS2024040268,Job Fraud,918.27,2,28.662312,76.959874,28.602904,76.463743,PNB,2024-10-24 13:28:00,Delhi,Delhi,LOW,False,28.6_76.5,780.5295,13,False
CS2024040269,Job Fraud,1697.39,3,24.064284,86.958939,24.456986,87.08805,Canara,2024-05-03 10:50:00,Jamtara,Jharkhand,LOW,False,24.5_87.1,1188.173,10,False
CS2024040270,Investment Scam,487336.22,10,28.439147,76.934627,30.762176,75.553273,BOB,2024-08-22 18:32:00,Delhi,Delhi,HIGH,False,30.8_75.6,48733.622,18,False
CS2024040271,Investment Scam,15528.41,4,28.937365,77.619949,29.921726,77.121117,BOB,2024-10-20 09:52:00,Delhi NCR,Haryana,MEDIUM,False,29.9_77.1,8540.6255,9,True
CS2024040272,Tech Support Fraud,1696.03,2,17.318383,78.508008,17.244559,78.820269,HDFC,2024-09-06 01:44:00,Hyderabad,Telangana,LOW,False,17.2_78.8,1441.6254999999999,1,False
CS2024040273,Romance Scam,21421.78,3,28.66765,76.966761,29.026672,76.125256,BOB,2024-03-03 19:30:00,Delhi,Delhi,LOW,False,29.0_76.1,14995.245999999997,19,True
CS2024040274,Investment Scam,89343.83,5,17.241202,78.483115,18.393989,78.797176,Canara,2024-11-25 21:54:00,Hyderabad,Telangana,MEDIUM,False,18.4_78.8,35737.532,21,False
CS2024040275,Job Fraud,1010.53,3,17.339087,78.441614,16.875411,78.283768,Axis,2024-04-28 11:27:00,Hyderabad,Telangana,LOW,False,16.9_78.3,707.371,11,True
CS2024040276,Tech Support Fraud,9932.74,3,12.804963,77.569777,12.641825,77.769926,ICICI,2024-07-30 02:07:00,Bengaluru,Karnataka,LOW,False,12.6_77.8,6952.918,2,False
CS2024040277,Lottery Fraud,2603.25,2,17.406114,78.571351,17.804583,79.227161,HDFC,2024-10-09 07:02:00,Hyderabad,Telangana,LOW,False,17.8_79.2,2212.7625,7,False
CS2024040278,Lottery Fraud,3897.69,4,19.093918,72.811997,19.296198,72.3727,BOB,2024-02-09 01:02:00,Mumbai,Maharashtra,MEDIUM,False,19.3_72.4,2143.7295000000004,1,False
CS2024040279,Investment Scam,10806.45,7,28.423745,77.222797,31.119005,77.022358,Canara,2024-01-15 21:59:00,Delhi NCR,Haryana,MEDIUM,False,31.1_77.0,1080.6450000000011,21,False
CS2024040280,Investment Scam,213645.1,9,28.787986,77.33461,26.135503,77.853198,Axis,2024-02-29 02:11:00,Delhi,Delhi,HIGH,False,26.1_77.9,21364.510000000002,2,False
CS2024040281,UPI Fraud,8952.07,4,28.524,77.369807,28.715919,77.946397,SBI,2024-12-15 09:51:00,Delhi,Delhi,MEDIUM,False,28.7_77.9,4923.6385,9,True
CS2024040282,OLX Scam,19275.33,2,19.287834,72.737346,19.830351,72.467817,Canara,2024-06-07 17:08:00,Mumbai,Maharashtra,LOW,False,19.8_72.5,16384.0305,17,False
CS2024040283,OLX Scam,8095.41,1,18.996197,73.030025,18.967055,73.439134,HDFC,2024-12-03 15:16:00,Mumbai,Maharashtra,LOW,False,19.0_73.4,8095.41,15,False
CS2024040284,OLX Scam,27136.65,3,12.806141,77.670225,12.34387,77.91136,ICICI,2024-01-22 23:55:00,Bengaluru,Karnataka,LOW,False,12.3_77.9,18995.655,23,False
CS2024040285,Job Fraud,1344.22,2,28.68977,77.440702,28.971385,77.421486,BOB,2024-12-28 13:27:00,Delhi NCR,Haryana,LOW,False,29.0_77.4,1142.587,13,True
CS2024040286,Job Fraud,302.41,1,12.923546,77.767163,13.153826,77.999995,HDFC,2024-05-09 15:43:00,Bengaluru,Karnataka,LOW,False,13.2_78.0,302.41,15,False
CS2024040287,Romance Scam,56212.19,4,28.507226,76.895876,27.651771,77.070659,ICICI,2024-10-13 06:18:00,Delhi,Delhi,MEDIUM,False,27.7_77.1,30916.704500000003,6,True
CS2024040288,Tech Support Fraud,9646.85,3,28.677922,77.117207,28.882219,77.175129,SBI,2024-10-11 10:52:00,Delhi,Delhi,LOW,False,28.9_77.2,6752.795,10,False
CS2024040289,Tech Support Fraud,3982.97,2,12.882661,77.69966,12.786,77.547602,Kotak,2024-07-20 06:21:00,Bengaluru,Karnataka,LOW,False,12.8_77.5,3385.5244999999995,6,True
CS2024040290,Tech Support Fraud,22262.44,2,18.893512,72.73393,19.284943,72.827743,Canara,2024-09-21 09:58:00,Mumbai,Maharashtra,LOW,False,19.3_72.8,18923.073999999997,9,True
CS2024040291,KYC Fraud,708.76,4,28.443614,77.123755,28.477285,77.11308,Canara,2024-04-25 06:01:00,Delhi,Delhi,MEDIUM,True,28.5_77.1,637.884,6,False
CS2024040292,KYC Fraud,1202.11,2,28.989074,77.195349,28.576351,76.522747,PNB,2024-04-20 19:40:00,Delhi NCR,Haryana,LOW,False,28.6_76.5,1021.7934999999999,19,True
CS2024040293,OLX Scam,4030.67,1,28.603271,76.879745,28.513431,76.720327,Kotak,2024-01-15 17:23:00,Delhi NCR,Haryana,LOW,False,28.5_76.7,4030.67,17,False
CS2024040294,OLX Scam,26072.86,3,17.26382,78.398942,17.224529,78.210558,Kotak,2024-06-14 12:54:00,Hyderabad,Telangana,LOW,False,17.2_78.2,18251.002,12,False
CS2024040295,OLX Scam,11530.76,2,28.812312,77.03126,28.817906,77.267387,HDFC,2024-01-05 08:57:00,Delhi,Delhi,LOW,False,28.8_77.3,9801.146,8,False
CS2024040296,OLX Scam,4918.44,2,24.180373,87.192272,24.335497,86.81873,BOB,2024-02-26 15:13:00,Jamtara,Jharkhand,LOW,False,24.3_86.8,4180.674,15,False
CS2024040297,Job Fraud,915.12,2,28.669145,77.286689,28.199633,77.011551,PNB,2024-01-06 17:16:00,Delhi NCR,Haryana,LOW,False,28.2_77.0,777.852,17,True
CS2024040298,Romance Scam,3277.83,4,19.172416,72.89249,19.45839,71.478972,Kotak,2024-10-09 10:57:00,Mumbai,Maharashtra,MEDIUM,False,19.5_71.5,1802.8065000000001,10,False
CS2024040299,UPI Fraud,2056.41,2,28.901109,77.325895,29.170247,76.998295,BOB,2024-05-05 07:34:00,Delhi NCR,Haryana,LOW,False,29.2_77.0,1747.9484999999997,7,True
CS2024040300,Investment Scam,109738.03,6,28.58999,76.994791,30.839271,75.851897,BOB,2024-04-24 10:42:00,Delhi,Delhi,HIGH,False,30.8_75.9,27434.5075,10,False
CS2024040301,Romance Scam,82258.16,6,28.938592,77.795732,27.918651,77.442294,Axis,2024-04-24 09:22:00,Delhi NCR,Haryana,MEDIUM,False,27.9_77.4,20564.54,9,False
CS2024040302,KYC Fraud,515.34,3,28.400619,76.966823,28.239023,77.691527,ICICI,2024-09-23 15:14:00,Delhi,Delhi,LOW,False,28.2_77.7,360.738,15,False
CS2024040303,Tech Support Fraud,2377.32,2,28.575795,76.894127,28.397134,76.917474,Axis,2024-01-25 16:24:00,Delhi,Delhi,LOW,False,28.4_76.9,2020.722,16,False
CS2024040304,Lottery Fraud,3357.74,2,28.963705,77.49968,29.128677,77.245117,Kotak,2024-04-15 18:41:00,Delhi NCR,Haryana,LOW,False,29.1_77.2,2854.0789999999997,18,False
CS2024040305,Investment Scam,124606.98,5,28.320871,77.703159,27.065905,79.356482,HDFC,2024-06-06 14:46:00,Delhi NCR,Haryana,MEDIUM,False,27.1_79.4,49842.792,14,False
CS2024040306,KYC Fraud,1249.86,4,28.844856,76.846272,29.742222,77.296748,Canara,2024-03-25 23:13:00,Delhi,Delhi,MEDIUM,False,29.7_77.3,687.423,23,False
CS2024040307,Lottery Fraud,2554.47,5,19.179422,73.096803,18.969224,74.527649,ICICI,2024-04-14 23:51:00,Mumbai,Maharashtra,MEDIUM,False,19.0_74.5,1021.788,23,True
CS2024040308,UPI Fraud,4479.2,4,18.974153,72.998815,18.792462,73.761156,HDFC,2024-04-27 19:05:00,Mumbai,Maharashtra,MEDIUM,False,18.8_73.8,2463.56,19,True
CS2024040309,UPI Fraud,1670.31,3,28.78035,76.882423,29.218661,77.441201,HDFC,2024-10-07 18:27:00,Delhi,Delhi,LOW,False,29.2_77.4,1169.2169999999999,18,False
CS2024040310,KYC Fraud,111.8,3,28.97463,77.568451,28.994807,78.053193,SBI,2024-02-21 14:29:00,Delhi NCR,Haryana,LOW,False,29.0_78.1,78.25999999999999,14,False
CS2024040311,Romance Scam,20317.83,4,28.792624,77.609644,27.946513,77.60919,PNB,2024-08-22 03:07:00,Delhi NCR,Haryana,MEDIUM,False,27.9_77.6,11174.806500000002,3,False
CS2024040312,Lottery Fraud,978.33,3,24.014589,87.109543,24.39245,86.685791,BOB,2024-05-01 02:43:00,Jamtara,Jharkhand,LOW,False,24.4_86.7,684.831,2,False
CS2024040313,KYC Fraud,2164.66,2,28.633501,77.379445,28.723728,77.070567,BOB,2024-01-20 00:20:00,Delhi,Delhi,LOW,False,28.7_77.1,1839.9609999999998,0,True
CS2024040314,UPI Fraud,18080.9,4,19.113343,72.717472,18.823578,72.867575,Axis,2024-02-01 04:40:00,Mumbai,Maharashtra,MEDIUM,False,18.8_72.9,9944.495,4,False
CS2024040315,Investment Scam,411644.99,9,28.491402,77.360151,27.161248,75.056603,Kotak,2024-08-22 09:00:00,Delhi,Delhi,HIGH,False,27.2_75.1,41164.499,9,False
CS2024040316,OLX Scam,15873.61,1,28.599519,76.887135,28.588253,76.86505,HDFC,2024-09-23 09:55:00,Delhi,Delhi,LOW,True,28.6_76.9,14286.249000000002,9,False
CS2024040317,Investment Scam,309081.09,7,28.728983,76.650664,27.630409,76.209091,Axis,2024-09-30 15:55:00,Delhi NCR,Haryana,HIGH,False,27.6_76.2,30908.10900000003,15,False
CS2024040318,Romance Scam,54825.64,5,17.275286,78.505328,18.564845,78.551876,Canara,2024-08-31 23:09:00,Hyderabad,Telangana,MEDIUM,False,18.6_78.6,21930.256,23,True
CS2024040319,Romance Scam,3235.06,6,28.574149,76.635851,26.440539,77.000236,Axis,2024-11-15 03:26:00,Delhi NCR,Haryana,MEDIUM,False,26.4_77.0,808.765,3,False
CS2024040320,OLX Scam,11955.69,2,12.885401,77.449572,12.507834,77.822547,ICICI,2024-04-06 07:18:00,Bengaluru,Karnataka,LOW,False,12.5_77.8,10162.3365,7,True
CS2024040321,Investment Scam,47716.85,4,17.552994,78.510788,18.016937,77.787236,BOB,2024-03-08 08:05:00,Hyderabad,Telangana,MEDIUM,False,18.0_77.8,26244.2675,8,False
CS2024040322,OLX Scam,125167.63,3,28.60423,77.112778,28.081973,77.340023,Axis,2024-08-02 14:44:00,Delhi,Delhi,MEDIUM,False,28.1_77.3,87617.341,14,False
CS2024040323,Tech Support Fraud,1221.66,1,24.136839,86.824037,24.427645,86.831197,Canara,2024-10-18 22:52:00,Jamtara,Jharkhand,LOW,False,24.4_86.8,1221.66,22,False
CS2024040324,Romance Scam,28918.72,6,28.757372,76.9929,28.77246,79.090023,HDFC,2024-12-07 23:46:00,Delhi,Delhi,MEDIUM,False,28.8_79.1,7229.68,23,True
CS2024040325,UPI Fraud,1073.47,3,28.643587,77.265743,28.240897,76.979154,Axis,2024-10-08 19:55:00,Delhi,Delhi,LOW,False,28.2_77.0,751.429,19,False
CS2024040326,Lottery Fraud,5348.05,4,23.867481,87.051099,23.596485,87.591191,HDFC,2024-11-23 15:59:00,Jamtara,Jharkhand,MEDIUM,False,23.6_87.6,2941.4275000000002,15,True
CS2024040327,Job Fraud,353.64,3,13.09451,77.644016,12.725124,77.211355,PNB,2024-08-26 21:17:00,Bengaluru,Karnataka,LOW,False,12.7_77.2,247.54799999999997,21,False
CS2024040328,Job Fraud,451.95,3,24.046202,87.007838,24.361365,86.643905,Kotak,2024-02-02 09:56:00,Jamtara,Jharkhand,LOW,False,24.4_86.6,316.36499999999995,9,False
CS2024040329,Job Fraud,5610.27,1,12.81971,77.691622,12.46652,77.644476,PNB,2024-11-16 20:11:00,Bengaluru,Karnataka,LOW,False,12.5_77.6,5610.27,20,True
CS2024040330,Tech Support Fraud,6351.39,3,28.706518,76.891372,28.968759,77.198707,HDFC,2024-05-12 16:40:00,Delhi NCR,Haryana,LOW,False,29.0_77.2,4445.973,16,True
CS2024040331,UPI Fraud,17361.85,4,28.552819,76.684849,28.908601,77.089913,HDFC,2024-03-23 20:18:00,Delhi NCR,Haryana,MEDIUM,False,28.9_77.1,9549.0175,20,True
CS2024040332,Lottery Fraud,8544.09,5,28.589514,77.107192,28.948002,76.602699,BOB,2024-10-18 05:16:00,Delhi,Delhi,MEDIUM,False,28.9_76.6,3417.6360000000004,5,False
CS2024040333,Job Fraud,599.97,3,19.27828,72.949274,18.942709,73.269692,Axis,2024-05-17 07:44:00,Mumbai,Maharashtra,LOW,False,18.9_73.3,419.979,7,False
CS2024040334,UPI Fraud,10556.29,2,12.855633,77.401966,12.547154,77.775618,HDFC,2024-06-30 17:16:00,Bengaluru,Karnataka,LOW,False,12.5_77.8,8972.8465,17,True
CS2024040335,Romance Scam,2835.57,3,24.183834,86.801166,23.53893,86.895515,Axis,2024-05-13 21:04:00,Jamtara,Jharkhand,LOW,False,23.5_86.9,1984.899,21,False
CS2024040336,Lottery Fraud,36022.27,5,28.885055,76.935064,30.294041,76.711088,BOB,2024-02-16 04:11:00,Delhi,Delhi,MEDIUM,False,30.3_76.7,14408.908,4,False
CS2024040337,OLX Scam,11703.1,2,28.867909,77.035867,29.14366,77.434795,HDFC,2024-12-28 12:22:00,Delhi,Delhi,LOW,False,29.1_77.4,9947.635,12,True
CS2024040338,Romance Scam,37437.56,5,28.302471,76.570052,28.2837,77.509612,ICICI,2024-05-27 23:48:00,Delhi NCR,Haryana,MEDIUM,False,28.3_77.5,14975.024,23,False
CS2024040339,Job Fraud,965.96,2,28.836482,77.749963,28.408907,77.789364,ICICI,2024-04-25 18:26:00,Delhi NCR,Haryana,LOW,False,28.4_77.8,821.066,18,False
CS2024040340,KYC Fraud,1344.08,4,19.04749,72.86014,18.854526,73.26268,ICICI,2024-05-07 13:57:00,Mumbai,Maharashtra,MEDIUM,False,18.9_73.3,739.244,13,False
CS2024040341,Lottery Fraud,75140.12,5,24.092715,86.864888,23.317929,86.557102,PNB,2024-03-13 22:51:00,Jamtara,Jharkhand,MEDIUM,False,23.3_86.6,30056.048,22,False
CS2024040342,UPI Fraud,6833.94,3,12.955692,77.575432,13.112846,76.89228,BOB,2024-10-04 23:48:00,Bengaluru,Karnataka,LOW,False,13.1_76.9,4783.758,23,False
CS2024040343,Tech Support Fraud,5642.14,3,12.883634,77.747057,13.002236,77.432607,BOB,2024-04-10 22:15:00,Bengaluru,Karnataka,LOW,False,13.0_77.4,3949.498,22,False
CS2024040344,Job Fraud,3906.92,1,28.83175,77.242399,28.52764,77.062638,PNB,2024-12-06 14:50:00,Delhi,Delhi,LOW,False,28.5_77.1,3906.92,14,False
CS2024040345,UPI Fraud,1306.39,4,28.72903,77.205748,28.183478,77.22217,ICICI,2024-11-21 02:28:00,Delhi,Delhi,MEDIUM,False,28.2_77.2,718.5145000000001,2,False
CS2024040346,Investment Scam,16216.89,5,28.414406,76.94206,29.118576,75.65156,BOB,2024-01-29 21:26:00,Delhi NCR,Haryana,MEDIUM,False,29.1_75.7,6486.756,21,False
CS2024040347,Romance Scam,206116.96,7,18.859798,72.826637,18.686878,71.893321,Kotak,2024-08-31 04:10:00,Mumbai,Maharashtra,HIGH,False,18.7_71.9,20611.696000000018,4,True
CS2024040348,Job Fraud,2724.55,1,24.043263,86.810808,23.674137,86.850314,ICICI,2024-12-02 21:04:00,Jamtara,Jharkhand,LOW,False,23.7_86.9,2724.55,21,False
CS2024040349,Job Fraud,7746.88,1,28.341906,76.900825,28.344449,76.925197,HDFC,2024-04-11 22:49:00,Delhi NCR,Haryana,LOW,True,28.3_76.9,6972.192,22,False
CS2024040350,Investment Scam,4183.72,7,19.075661,73.036361,19.151519,74.850679,HDFC,2024-01-16 00:37:00,Mumbai,Maharashtra,MEDIUM,False,19.2_74.9,418.3720000000004,0,False
CS2024040351,Job Fraud,918.33,3,28.589692,77.02905,29.031933,77.405048,Canara,2024-07-15 08:29:00,Delhi NCR,Haryana,LOW,False,29.0_77.4,642.831,8,False
CS2024040352,Job Fraud,1387.37,2,28.570198,77.087062,28.468477,76.885079,PNB,2024-01-09 14:57:00,Delhi,Delhi,LOW,False,28.5_76.9,1179.2644999999998,14,False
CS2024040353,Romance Scam,107960.74,7,28.691467,77.052347,30.566496,76.478818,BOB,2024-04-07 01:07:00,Delhi,Delhi,HIGH,False,30.6_76.5,10796.07400000001,1,True
CS2024040354,Investment Scam,108295.64,6,19.296025,73.056198,21.32239,74.274174,Canara,2024-03-05 18:56:00,Mumbai,Maharashtra,HIGH,False,21.3_74.3,27073.91,18,False
CS2024040355,Job Fraud,590.32,1,28.607045,76.568465,28.428937,76.595715,Axis,2024-03-02 07:17:00,Delhi NCR,Haryana,LOW,False,28.4_76.6,590.32,7,True
CS2024040356,Job Fraud,482.9,3,28.783526,77.079058,28.689417,76.727887,PNB,2024-10-19 07:18:00,Delhi,Delhi,LOW,False,28.7_76.7,338.03,7,True
CS2024040357,OLX Scam,14211.7,2,18.825583,72.872942,18.636991,72.971488,Axis,2024-10-05 04:27:00,Mumbai,Maharashtra,LOW,False,18.6_73.0,12079.945,4,True
CS2024040358,Investment Scam,22583.2,6,23.903095,87.130551,22.065245,88.230113,Axis,2024-01-28 19:15:00,Jamtara,Jharkhand,MEDIUM,False,22.1_88.2,5645.8,19,True
CS2024040359,OLX Scam,19266.08,2,18.990301,73.028156,19.228859,73.073364,SBI,2024-09-28 03:58:00,Mumbai,Maharashtra,LOW,False,19.2_73.1,16376.168000000001,3,True
CS2024040360,OLX Scam,53476.95,2,12.835869,77.465877,13.037172,77.631139,Canara,2024-02-15 00:30:00,Bengaluru,Karnataka,LOW,False,13.0_77.6,45455.407499999994,0,False
CS2024040361,Lottery Fraud,2094.15,5,28.471151,77.169464,28.171261,76.743715,Kotak,2024-03-21 01:35:00,Delhi,Delhi,MEDIUM,False,28.2_76.7,837.6600000000001,1,False
CS2024040362,Romance Scam,69359.55,3,24.117573,86.970455,23.812265,87.66233,ICICI,2024-12-15 10:23:00,Jamtara,Jharkhand,LOW,False,23.8_87.7,48551.685,10,True
CS2024040363,Tech Support Fraud,16807.87,2,18.9608,72.744429,18.938012,73.02093,ICICI,2024-05-08 04:03:00,Mumbai,Maharashtra,LOW,False,18.9_73.0,14286.689499999999,4,False
CS2024040364,Job Fraud,2254.11,2,12.957163,77.639999,12.846875,77.395786,Kotak,2024-06-14 12:37:00,Bengaluru,Karnataka,LOW,False,12.8_77.4,1915.9935,12,False
CS2024040365,Lottery Fraud,11781.04,4,18.991066,72.908455,18.35609,73.493868,Axis,2024-06-17 21:58:00,Mumbai,Maharashtra,MEDIUM,False,18.4_73.5,6479.572000000001,21,False
CS2024040366,UPI Fraud,6294.62,4,17.315933,78.376666,17.502252,79.035873,SBI,2024-07-18 22:28:00,Hyderabad,Telangana,MEDIUM,False,17.5_79.0,3462.041,22,False
CS2024040367,OLX Scam,6085.0,3,28.609419,77.351201,28.549236,77.880874,ICICI,2024-01-29 06:57:00,Delhi,Delhi,LOW,False,28.5_77.9,4259.5,6,False
CS2024040368,Lottery Fraud,3744.22,2,19.039274,72.911843,19.006732,73.743396,HDFC,2024-05-10 14:36:00,Mumbai,Maharashtra,LOW,False,19.0_73.7,3182.5869999999995,14,False
CS2024040369,Tech Support Fraud,1837.78,2,17.526691,78.562673,17.936371,78.807908,SBI,2024-04-28 04:31:00,Hyderabad,Telangana,LOW,False,17.9_78.8,1562.1129999999998,4,True
CS2024040370,Investment Scam,53934.59,4,28.983504,77.333506,29.379371,76.876875,Kotak,2024-09-27 06:42:00,Delhi NCR,Haryana,MEDIUM,False,29.4_76.9,29664.0245,6,False
CS2024040371,KYC Fraud,3515.46,2,28.550192,77.521886,28.137982,76.949295,PNB,2024-11-27 01:32:00,Delhi NCR,Haryana,LOW,False,28.1_76.9,2988.141,1,False
CS2024040372,UPI Fraud,1096.61,4,28.766552,77.238456,28.088293,77.417198,Axis,2024-04-11 15:07:00,Delhi,Delhi,MEDIUM,False,28.1_77.4,603.1355,15,False
CS2024040373,UPI Fraud,2200.56,3,18.806212,72.893173,18.108263,73.220266,Axis,2024-11-28 23:16:00,Mumbai,Maharashtra,LOW,False,18.1_73.2,1540.3919999999998,23,False
CS2024040374,Lottery Fraud,1717.57,5,19.278249,72.740259,19.765604,71.933267,Kotak,2024-02-10 22:54:00,Mumbai,Maharashtra,MEDIUM,False,19.8_71.9,687.028,22,True
CS2024040375,Lottery Fraud,13352.06,4,17.525938,78.359556,17.181542,78.973501,ICICI,2024-07-29 18:02:00,Hyderabad,Telangana,MEDIUM,False,17.2_79.0,7343.633000000001,18,False
CS2024040376,Lottery Fraud,3326.53,4,28.695477,77.386036,29.559509,77.228842,Canara,2024-05-11 00:57:00,Delhi,Delhi,MEDIUM,False,29.6_77.2,1829.5915000000002,0,True
CS2024040377,Job Fraud,1948.64,2,23.872216,87.106609,23.962666,87.270227,HDFC,2024-09-13 07:57:00,Jamtara,Jharkhand,LOW,False,24.0_87.3,1656.344,7,False
CS2024040378,KYC Fraud,654.18,2,19.280916,72.725717,19.437911,72.253009,Kotak,2024-05-23 09:52:00,Mumbai,Maharashtra,LOW,False,19.4_72.3,556.053,9,False
CS2024040379,UPI Fraud,4087.99,3,18.826082,72.76248,18.210852,72.19253,PNB,2024-08-18 07:30:00,Mumbai,Maharashtra,LOW,False,18.2_72.2,2861.593,7,True
